text,avaliacao
"Nossos bisavós, avós e talvez os pais de alguns, passaram por duas guerras mundiais, pos guerra, guerra fria.... e hoje o jovem quer ser deprimido. Hoje ao invés de ter que lutar para sobreviver ou alimentar nossa família, a gente pode fundar a Associação de Proteção das Borboletas do Afeganistão. Mas ao invés de esmerar o mundo,  o jovem egocentrico de hoje sofre pq não é aceitx. Quero dizer que nossa condição devida é muito melhor que das gerações anteriores. Graças a esse conforto a gente consegue, inclusive,  dar mais atenção a questão da saúde mental. A gente deveria reclamar menos e trabalhar mais (leia trabalhar como tomar ações,  não atividade laboral somente)",positivo
Eu quero,positivo
Eu quero,positivo
Realidade inquestionável.,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero!!👏,positivo
To sentindo,positivo
Eu quero,positivo
"O contexto da vida de cada paciente revela as origens dos sintomas histéricos e somatizações! No hospital ouvimos sofrimentos de quem ""se mata"" de trabalhar para alimentar uma família, etc! Trabalhos precarizados (sem férias, sem 13⁰, sem seguro desemprego, sem aceitar atestado médico!). Isto acontece dentro de hospitais contratados por vínculo político!!!",positivo
Not Available,positivo
Eu quero,positivo
Ironia fina.,positivo
Me bateu sem me tocar 😢,positivo
Será que ele prendeu a fazer análise gramatical? Ou ainda acha que o rio ouviu o grito de independência...,positivo
👏👏👏👏👏👏👏,positivo
Mss9,positivo
Put@ k p@riu mais que vi@do necessário 👏👏👏 Cara te amo❤️❤️❤️❤️❤️,positivo
👏👏👏👏👏,positivo
Exatamente isso,positivo
"Uma coisa não exclui a outra! Aliás, o fato de envenenaram a população é mais uma faceta da luta de classes. Por que aprovaram tanto agrotóxicos no governo nazifascista? Por que as multinacionais da alimentação e das drogas se unem e fazem experimentos nos países pobres e são limitadas nos países ricos? O controle do corpo e o controle das grandes massas sempre andaram juntos",positivo
❤️❤️❤️que espetáculo de palavras!❤️,positivo
Sociedade médica da é sociedade controlada.,positivo
eu quero,positivo
"Tem informação em demasia e falta de fé. Falta de Deus, de família, de respeito a hierarquia, abuso de drogas, permissividade, fraqueza moral e por aí vai. Cabeça vazia, oficina da dopamina barata. Chega aqui para pregar umas estacas, ordenhar as vacas as 5 da manhã e ocupar o tempo com coisa útil. 😂",positivo
Se fosse assim na era da servidão todo mundo era depressivo. O Estado de Bem Estar Social é uma ficção! O Açougueiro jamais foi e jamais será benevolente.,positivo
👏👏👏,positivo
GERAÇÃO FRACA E FRACASSADA....,positivo
Eu amo ouvir você falar! Obrigada por tanta inteligência e doação 🔥,positivo
Substitui comprimido por reiki ou Yoga... o problema pro jovem gratiluz são os chacras não o sistema capitalista,positivo
"Nunca na história tivemos tantas pessoas com tanto acesso a tudo, seja saúde, alimentos, saneamento, tecnologia, medicamentos, acesso à  informação, alimentos baratos (justamente graças à produção em grande escala) etc…",positivo
"Bom, em termos de segurança social certamente a sociedade moderna não é a mais fudida da história. Então essa teoria sua não se aplica.",positivo
Quase nada do que ele citou existia há 50 anos atrás.,positivo
Vc e lindo ! De qualquer jeito,positivo
Então neh....,positivo
É a Rita? Mara!,positivo
"Nossa, ✊ vc tem fibromialgia? Nossa nem parece ✊",positivo
"👏Boa! É isso! O rentismo vagabundo defenestra Humanos e legítima a miséria como caminho. Lamentável,mas foi direto na ferida. E os indicadores biomédicos que serão alterados na concentração de B12? Pois é, não há acasos sociais, nós fazemos nossa história.",positivo
Isso doeu.,positivo
Eu quero,positivo
Eu quero,positivo
"""É pq a pessoa tá pensando muito negativo"" 😕",positivo
😂😂😂😂😂,positivo
👏👏👏👏👏,positivo
Eu quero,positivo
Eu quero,positivo
"A história contada como história? Claro que não. Já ocorreram dezenas de épocas extremamente depressivas no mundo, onde a ocorrência de suicídios foram gigantescas. Ocorre q hj, o Japonês tropeça lá no Japão  e o cara q mora em Quixeló fica sabendo. O aumento populacional com o aumento das interligações pessoais, da esta falsa sensação de que hoje, todo é  mais, é  maior e é mais intenso.",positivo
Não tô acreditando que ninguém ainda não entendeu que é social .... Não é possível. Isso que ele tá falando é o óbvio há tanto tempo,positivo
"Menino, vc é mto show!!! 👏",positivo
"Aí !! Pegava demais a dona Rita o Guilherme, os dois rs 😍😍",positivo
😢,neutro
Vivo no balcão de farmácia desde 2003 e acompanho como a evolução da prescrição médica de psicotrópicos galopou para cima dos mais jovens com medicamentos antes prescritos somente para pacientes idosos e muito adoecidos da mente. E as mulheres são 85% do público consumidor de psicotrópicos. É o que acompanha--se facilmente através do sistema SNGPC (comunicação entre estoque de entrada e saída da drogaria com a Anvisa).,neutro
"O povo aceitou o ""remedinho"" sem pestanejar, esquecendo que: De boas intenções o inferno tá cheio.",neutro
"Ainda bem que ele falou aquilo que eu já vinha percebendo. Não é a geração que veio problemática.  Mas é a geração que está tendo que viver com essas mudanças sociais todas e que se vire. Ufa falei, tô leve.",positivo
EU QUERO,positivo
"Não tem nada haver com leis que infantilizam os adolescentes, tiram o poder de decisão dos pais, roubam as familias com impostos, com subversão sexual, com relativização da religião, não tem nada haver.",positivo
"Tem dia que eu prefiro nem pensar nisso, para não esticar as canelas!",neutro
🔥🔥🔥,positivo
👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏,positivo
👏👏👏👏👏👏,positivo
Perfeito! 👏👏👏,positivo
EU QUERO,positivo
Graças as igrejas evangélicas que deprime as pessoas.,neutro
"Ainda não é , mas estão se esforçando pra que seja , e con certeza essa geração vai ser !",neutro
Verdade!!!,positivo
Maravilhosa😍,positivo
Eu quero,positivo
Eu quero,positivo
A indústria farmacêutica de antidepressivos lucrando bilhões.,positivo
Eu liguei o FODA-SE geral e afull,positivo
Eu quero!,positivo
Vai k  Gar  Vai,odio
"Não tem nada a ver com a destruição da natureza, com o aquecimento global...",positivo
Eu quero,positivo
Eu quero😍❤️,positivo
EU QUERO,positivo
Que lindo você desmontado,positivo
Já assisti. Guilherme é muito foda.,positivo
Pois é.,positivo
Eu quero,positivo
"Amo você, mas você me da depressao!! 😢😂",neutro
Eu quero muito!!!,positivo
Pior que é verdade.,positivo
👏👏👏👏,positivo
🤮,odio
Antigamente tinha tudo isso?,neutro
E outras coisinhas...,neutro
Eu quero,positivo
Como vc consegue ser lindo montada e desmontada ? Rs,positivo
Boa,positivo
Que preguiça……,neutro
Números sobre ansiedade e depressão antes eram pobres.. ate pq tiveram outros nome antes.. em consequência o diagnostico também era pobre .. não sei se conseguimos afirmar que hoje é o maior pico na história..,neutro
Eu quero,positivo
Eu quero,positivo
"A verdade, nua e crua. Valeu Gui 🙌❤️",positivo
"É um pouco mais complexo que isso.  Na Noruega, onde o Estado de bem estar social ainda está preservado,  os níveis de depressão e suicídio estão entre os maiores do mundo. Sim, depressão é um sintoma social; sim, esse neurobiologismo caricato é muito mais ideológico do que científico; sim, a psicopatologia atual está completamente alienada de qualquer percetiva que problematize a sociedade em que vivemos. Nisso tudo estou de pleno acordo.  Mas o fenômeno é socialmente um pouco mais complexo, e o fato de países como a Suécia superarem as taxas de suicídio de países como a Etiópia merece atenção.",positivo
Gente falou TUUUUDO e mais um pouco 👏👏,positivo
"Nem tudo química muito menos nem tudo social , dois discursos mercantilistas; o primeiro da indústria farmacêutica, o segundo dos movimentos sociais e supostos intelectuais a serviço de regimes socialistas corruptos e exploradores … piores ainda q um capitalismo neoliberal sem hipocrisia…",neutro
É mentira! Nenhuma geração será mais pobre que as do século 18 e dos séculos anteriores a isto. FAKE NEWS! Bora aplaudir ele é influencer de esquerda pode falar qualquer merda.,odio
Esse sofre em consequência da Pandemia,neutro
😢,neutro
😢,neutro
O que o capitalismo  não  gera?!,neutro
Cirúrgico como sempre!! 👏👏👏,positivo
Sempre certeiro!!!,neutro
Que bosta!,neutro
"Tenho 64 anos e participo de um grupo de mães, bem mais novas. Outras gerações.  Fico muito impressionada. Quase a totalidade delas vive a base de medicamentos. Acho muito triste.",neutro
Ficou com enxaqueca depois de trabalhar 800 horas na frente do computador? Toma paracetamol que passa. E toma de novo e de novo e de novo..,positivo
👏🏼👏🏼👏🏼❤️,positivo
Vão ser as mais pobres da história? Mais pobres que as pessoas escravizadas? Mais pobres que quando o Brasil tinha um índice dez vezes maior de mortalidade infantil?,neutro
"A falta de empregos, insegurança no emprego, tudo isso acaba com a saúde mental das pessoas…..",positivo
Falou tudo!!!!!!👏👏👏👏👏,positivo
👏,positivo
Exatamente!,neutro
Eu quero,positivo
Eu quero,positivo
Eu quero,positivo
"Moro em uma cidade em que o índice de suicídi0 é considerado um dos mais altos do país. E a grande maioria dos casos que vejo, pasme, NÃO são pessoas pobres, sem moradia, sem seguridade social, muito pelo contrário. O que explica tantos artistas, influenciadores e famosos que têm tudo o que quiser na hora que quiser e ainda assim apresentam quadros intensos de ansiedade e depressão? Acho, sinceramente, que colocar os problemas do capitalismo como mote desses problemas é uma leitura desonesta e panfletária, uma vez que esses transtornos são sim, processos químicos, em que o stress gerado pela situação social pode ser sim um dos fatores. Contudo, dizer que é o único, é ignorar a realidade.",positivo
Eu quero,positivo
"Geralmente, os discursos ignoram as epidemias de saúde mental, o ódio incluso. Pq o desgaste emocional/psicológico das pessoas as torna descartáveis para o capitalismo, enquanto que a epidemia de ódio interessa à política - um sábio certa vez já disse que nn existe política sem um inimigo a ser combatido, ainda que este seja imaginário - e a política é a mão direita do capitalismo. É por isso que hj a ciência é tão perseguida, principalmente as humanas, pois educar a massa a tornaria consciente disso.",positivo
Eu quero,positivo
Brilhante!!! @rita_von_hunty ❤️,positivo
A quantidade de pessoas transtornados é pior do que as deprimidas,neutro
Eu quero,positivo
Eu quero,positivo
Eu quero 👏,positivo
Eu quero,positivo
Sim,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero,positivo
Gu quero,positivo
Eu quero,positivo
Maravilhoso!!!!👏👏👏,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero!,positivo
"A vida nunca foi tão tranquila. Por isso as pessoas perderam a capacidade para a frustração e precisam desesperadamente encontrar causas externas para os problemas. Há 100 anos atrás nem os reis tinham banho quente…
Como boa parte da juventude se encontra paralisada e sem motivação, os países perdidos entre ter de criar políticas de crescimento liberais e enfrentar as dores dos cortes de benefícios sociais, ou manter tudo gomo está e caminhar para uma crise eterna, vamos entrar em uma longa era de conflitos civis, populismo, autoritarismo e surgimento de uma série de soluções radicais e belicosas.",positivo
👏👏👏,positivo
EU QUERO,positivo
👏👏👏👏,positivo
"Andou te lendo, @saudementalpopnegra",neutro
Eu quero,positivo
Eu quero,positivo
EU QUERO,positivo
👏👏👏👏,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero ❤️,positivo
Eu quero,positivo
Eu quero,positivo
A realidade dos tempos atuais... ficarmos todos reféns dos comprimidinhos,neutro
Eu quero,positivo
🔥🔥🔥,positivo
Falou tudo,neutro
👏👏👏👏👏,positivo
Espia isso @danielle_figueiredo84,neutro
EU QUERO!!!,positivo
Eu quero,positivo
🤜🏼🤛🏼💥,odio
Boa!!,neutro
Saúde mental sempre,neutro
@icarovilaca__,neutro
Eu quero,positivo
Eu quero,positivo
@mic_pin @louisestorni,neutro
Esse ser humano é indispensável para o planeta!!!,neutro
O tecido social tá roto,neutro
Isso é papo de humanas ! Adorei ! Muito bom! Alerta máximo! Parabéns. 🎈,positivo
O mais a ver: INTERNET MATOU A GENTE POR DENTRO,neutro
Zigmund explica...,neutro
👏👏👏👏👏👏👏👏,positivo
"Eu como psicóloga, digo: ele tem toda razão.",neutro
@_railmasantoss @rafass1x,neutro
@haywanon @ttais.h @haywanon_c @lore_haywanon @pedrohaywe__,neutro
Perfeito,positivo
👏👏👏👏👏🏼👏🏻👏🏻,positivo
Levei um susto no início.😂,neutro
Eu quero,positivo
Eu quero,positivo
"Corte sobre demissexualidade, por favor?",neutro
Você de barba fica uma delícia um lindo 😻,positivo
"Excelente!!! Tudo agora é investigar o seu passado, sua infância, a sua análise corporal... Não vamos falar de política, vamos usar a constelação familiar...",positivo
Eu agora fiquei deprimida,neutro
A verdade é essa,positivo
Eu quero!,positivo
Eu quero!,positivo
Verdade 👏👏,positivo
👏👏,positivo
@fillgoncalves,neutro
Eu quero,positivo
Cirúrgico,positivo
Triste demais! Mas é isso. Consequência social afetando a saúde mental em massa!,positivo
👏👏👏👏,positivo
Perfeito!  Em que sociedade horrível vivemos.,positivo
Eu quero,positivo
Eu quero,positivo
"Me deu vontade de compartilhar com uma pessoa específica,  mas achei melhor não 😂 sensacional sua oratória,  gratidão",positivo
Essa bich❤️ linda sempre eleva o nível da discussão. Sempre vai no cerne da questão. Decifra e pauta os temas mais necessários.,positivo
👏👏👏👏👏👏,positivo
Eu quero,positivo
Perfeito,positivo
Eu quero,positivo
Minha saúde mental precisa. Eu quero,positivo
"O lance eh a gnt nao vai mudar o mundo, entao eu nao vou morrer de depressao por ele. Vou tomar meu comprimidinho pra poder nao me matar",neutro
EU Quero,positivo
"""Toma aqui esse comprimidinho"" disse Carlão de 64 anos que tem ansiedade e ataque de pânico porque via o pai alcoólatra bater na mãe. Nós somos apenas pessoas que colocam isso para fora e procurando ajuda.",positivo
Tá fantástico. FANTÁSTICO… já chegou chegando e arrebentando com tudo! ❤️❤️❤️,positivo
EU QUERO,positivo
Eu quero ❤️,positivo
Ei quero,positivo
Tia Ritinha traduzindo meus sentimentos,positivo
Eu quero,positivo
Genial!,positivo
Eu quero,positivo
Eu quero,positivo
Eu quero!,positivo
Eu quero,positivo
🔥🔥✊🏽,positivo
✊🏽✊🏽✊🏽,positivo
🎯🔥✊🏽,positivo
Vai tomar seu remédio e vai dormir 🥲,positivo
Perfeito 👏👏 sempre assertivo 😍,positivo
Eu quero,positivo
Eu quero,positivo
Sim!,positivo
Vc que é da geração de fracos (contém ironia),neutro
Eu quero,positivo
Eu quero,positivo
Triste realidade 😍,positivo
A ironia mais sensata,positivo
Eu quero,positivo
Essa discussão é muito importante! 🙏🏻 Saúde mental não é um tema apenas individual.,positivo
Eu quero,positivo
Eu quero,positivo
"Em um país que ate hoje tem gente falando pobrema, framengo, estrupo, tauba, largarto etc... o cara ta preocupado com elu/delu ... 😂😂😂😂😂",odio
Fala bosta,odio
O problema é emburrecer a pessoa com todes....todes é o meu ovo,odio
Eu quero,positivo
❤️❤️❤️❤️,positivo
Exatamente isso!! O podcast ta arrasando e eu amo as falas de @rita_von_hunty,positivo
Eu quero,positivo
❤️❤️❤️❤️❤️,positivo
😂😂😂😂👏👏👏👏👏,positivo
Palhaçada,odio
"""É melhor vc ficar calado e deixar que pensem que vc é um idiota,de que falar todes e acabar com a dúvida "".",odio
"Vídeo nojento, o Mundo acabou e ninguem se deu conta, ta nojento já",odio
"👏🏽👏🏽👏🏽 Servi 4 anos na Polícia do Exército, fiz curso de cabo, de segurança de autoridades, fazia parte do pelotão de choque, .. Sou ANTIF@SCISTA, ANTIRR@CISTA E ANTIC@PITALISTA! Quem quiser me seguir e interagir, vamos somar forças nas lutas! Em breve, participarei de uma live, contando como formam f@scistas, os preparando para as polícias civis e militares! Também pretendo criar conteúdos! 🔥✊🏽",positivo
Eu quero,positivo
😂😂 que loucur@,odio
"Ridícula a tentava de racionalizar isso. Toda palavra eh inventará mas nunca imposta, forçada sobre ninguém … a lingua eh orgânica e nao autoritária",odio
Pessoas que não aceitam o novo renegam a própria finitude.,neutro
A língua portuguesa não surgiu do latim?!,neutro
Não pode e impor,neutro
👏👏😢,positivo
De uma inconveniência necessária demais. Sempre bom.,positivo
Kkkkk😂😂😂😂,odio
"Nem devia perder tempo, falar de gramática e construção de palavras com petista, sendo que todos são analfabet0s. Mas, vou só jogar um argumento: Todes é meus oves.",odio
"É porque todEs é burrice mesmo e não está ligada só a inventar uma palavra, mas uma ideologia absurda de normalização de uma doença chamada ""disforia de gênero"".... 🤷🤷 Invente sua palavra mas não obriguem a concordarem com a ideologia dela.... Vocês são do mesmo grupinho que condenam a palavra ""caixa preta"",""buraco negro"".... Ora, também tem nos que condenamos a burrice de TodEs",odio
Kkkkkkk os alunos dos trapalhões 😂😂😂😂😂😂😂😂😂 todos eu já assisti muito,odio
Eu amo Rita Von Hunty😍,positivo
Todes é minha roles,odio
"Várias palavras são criadas todos os dias, cada um se comunica como quer ser compreendido! Boa noite a todos!",positivo
👏👏👏,positivo
ANALFABETOS FUNCIONAIS !,odio
Todes é meu eggs,odio
👏👏👏,positivo
"Adorei, Rita! Todo mundo tem lugar de fala! 👏🏻👏🏻👏🏻👏🏻👏🏻",positivo
Tá ok. TODES É MEUS OVES KKKK,odio
Eu quero,positivo
Todes é minha roles😂  sempre será inventado e alucinações da turmê,odio
Meu ovo,odio
Ela e ele 😮,neutro
"Falou pouco, mas bostejou muito😂",odio
"Vc pode inventar a vontade. Será um retardado? Será, mas pode. Só não me obrigue a usar ou coloquem a força nos colégios. Use sua bizarrice pra vc",odio
Holes é uma palavra?😂,odio
Só tem idiotas pq tem platéia....,odio
Boa reflexão!,positivo
🤡,odio
Todes é meus oves,odio
Risperidona nesse povo 😂,odio
Ele inventou que é mulher... vai esperar o quê?,odio
Porra de todes...,odio
Prefiro q o grupo q morra,odio
Retardades,odio
Q bosta heim,odio
👏👏👏👏👏👏👏excelente,positivo
Quanta merda reunida. Afff,odio
Olha a onde chegamos escória essa ai,odio
Vermes,odio
"Belo discurso individualista, pessoas devem ser livres pra escolher como querem viver independente das regras do estado enquanto não ferirem o PNA",positivo
Meu amigo vc fala muita merda,odio
"Bem isso mas vai explicar isso pra uma ""porta"" pra ver.....",odio
"Eles estão certos,Errado é quem assiste esse podcast 😂",odio
Es cro to,odio
"Joga um testezinho de testosterona aiiiii pra ver , uma uma reservista pra servir o exército como todo homem deve ter pra ver só kkkkkkkkkkkkkkk 😂😂😂😂😂",odio
"Embora eu faço parte da ""comunidade gay"" nunca entendi esses pronomes. Confesso que é a primeira vez que eu concordo",positivo
Então tá !!!,neutro
Acabaram de inventário a palavra Boyceta.,odio
"Amo ele, mas ele fala tanto e fala certo que percebemos que o mundo em que vivemos é uma merda.",positivo
Amo o @guol,positivo
que mérda hein?,odio
Totalmente desnecessário! Falta-lhes cultura.,odio
A diferença é que uma faz sentido e outras não 😂😂😂😂😂😂,odio
"A fase de criar palavras, já passou, criança.",odio
"Que bonite isse, ItiMalie, quanta fofule zente zente",odio
😂😂😂😂😂hilarious !!!,odio
"MAIS UMA VEZ!!!!!!!! NOVAMENTE ESSES DISCURSINHOS VAZIOS. TODAS AS PALAVRAS QUE FORAM INVENTADAS POR ALGUM MOTIVO OU UMA NECESSIDADE,  TODAS NÃO FAZ SENTIDO ALGUM SE JÁ TEMOS TODOS!!!!!!!!! TEM 2 GRUPOS, OS QUE IVENTAM ALGO PRA AJUDAR A HUMANIDADE E O OUTRO QUE INVENTAM TODES ( QUE NAO SERVE PRA NADA!!!!!) MAS, TEMOS QUE ACEITAR  ESSE TIPO DE ASNEIRA!!!!!!",odio
❤️,positivo
Foram dois idiomas nesse vídeo português e merda,odio
Mas a fonética não pode morrer kkkkk é inventada com inteligência não pô ignorância desespero por aceitação kkkkkk,odio
Ele é foda demais ...... 👏👏👏,positivo
Eu queeeero,positivo
"Então eu sou motoristo de APP, é isso?",odio
"Já sabe, né? Todes é o meu oves!",odio
Evoluirmos sempre👏😍,positivo
Intelectual😂,odio
"Deixa o “todes” em paz. Usa essa forma quem quiser. Se não gosta, não usa e ponto.",positivo
tenho uma excelente réplica para eles: hsgwyebzkaoabdhd dkz shs qudjllbehsyvsnaks dud ska soamagdiska sbdydbska.aosbdue jsgsvauanamala. (só que é no idioma que eu inventei),odio
"Gente, é simples, tudo é inventado! “Ah, mas ninguém impôs nada a ninguém”, tenho certeza que os indígenas receberam numa boa o PROCESSO NATURAL DE APRENDER O PORTUGUÊS lá em 1500, nada foi imposto 😍 e de lá pra cá já mudou muito, e daqui pra frente vai mudar de novo, não tá no querer de vocês ser diferente viu kkkkk a linguagem e a história tá sempre mudando, boa sorte pra quem não gosta disso.",positivo
"SE UM PROFESSOR DISSER QUE TODOS PASSARAM NA PROVA, QUER DIZER QUE FORAM APENAS HOMENS QUE PASSARAM ?! AÍ JÁ É DOENÇA MENTAL.",odio
❤️❤️,positivo
Vc sempre maceta os ignorantes ❤️,positivo
Patético!!,odio
Eu quero,positivo
"Bem, se alguém me vier com essa ignorância de ""todos, todas e todes"" , ou o que valha, eu lhe dou as costas e passo a ignorar essa pessoa. Não vou embarcar neesa loucura.",odio
Eh tanta baboseira que pqp,odio
❤️❤️❤️👏👏👏👏🥰🥰🥰,positivo
Caguei! Todes não existe,odio
Bela bosta,odio
Todes não existe. Só pare.,odio
"Voce pode ser gay, e se quiser voce pode até achar que é um avestruz. Ok. O que voce não pode ser é imbecil nem analfabeto. Palavras não são inventadas, elas seguem regras gramaticais fundamentais que vem da época do inicio da humanidade. Entao para de imbecilidade e querer inventar palhaçada de analfabeto. Vá estudar.",odio
E eu nunca ouvi tantas asneiras.,odio
Papo cab3ca 😂😂😂,odio
Eu quero,positivo
Top,positivo
Olha só o boyceta 😂😂😂,odio
👏👏👏👏,positivo
Todes é minha roles. ❤️,odio
Quanto absurdo nesses comentários meu Deus do céu,positivo
@kristian_arcanjo,neutro
Lacrou 🔥👏👏👏👏,positivo
Irrelevante inventar o que já existe e está funcionando a séculos...... inventa o que ainda não tem......essas bostas são irrelevantes......,odio
"@nanypeople te adoro , mas ouça isso ! Bjao minha linda",positivo
"A comunidade GLS tinham várias causas nobres, ao virou esse circo ...boyceta não bolsonaris ,transformers",odio
Não fala nem o português correto é ainda quer inventar,odio
"Todos, todis, todinho, chocopinho..
Se vc quer usar esse dialeto no meio da sua laia, fique a vontade.",odio
"Obaaaa eu amo essa força, estou fazendo uma pesquisa sobre a rejeição e aceitação nos discursos sobre a linguagem neutra e recebo pedradas só de falar do título da pesquisa. É exatamente sobre esses silenciamentos 😢 Obrigada @rita_von_hunty 👏👏👏👏",positivo
Não é sobre opinião. É sobre existência e se você não concorda é sobre a sua opressão. 🔥,positivo
👏👏👏👏,positivo
❤️,positivo
👏👏👏👏,positivo
Falou Todes eu já sei que é retardado.,odio
EU QUERO,positivo
"Caciudis, dixa diusses, Mussun pioneiro na linguagem de ratatdadi. Índios também tem dialeto próprio, mas não vão ser ensinados em escolas públicas como língua portuguesa",odio
"Meu Deus é muita besteira , alguém que se ofende de ser chamado de todos , ou vocês , ou falar aquilo , acho que existem coisas muito mais importantes para se preocupar tendo em vista que esses pronomes estão se referindo aos SERES HUMANOS",odio
"Eu não ligo se a pessoa fala todes ou usa o x para algo. O problema é que na minha cabeça isso não faz sentido algum, uma vez que já existem neutros no português sem ter a necessidade para isso. Mais uma vez, eu não ligo se a pessoa fala assim, mas se for depender de mim para falar assim, somente se perdermos os neutros no português. Simples. Agora, isso não quer dizer que a pessoa não possa ter a liberdade de inventar uma palavra e usá-la.",positivo
Ridículo,odio
!!!!!!!,neutro
esse episódio ta incrível ❤️‍🔥❤️‍🔥❤️‍🔥,positivo
Sou gay e acho vcs dos Todes um porre!,odio
"Faço parte do meio LGBT, vejo isso de linguagem neutra como uma grande bobagem para confundir mais as pessoas. Estudamos tanto pra depois ter que desaprender todo o português, pra completar querem implementar essa linguagem de gueto nas escolas impondo de cima pra baixo esse delírio de alguns acadêmicos… sinceramente uma inutilidade que só faz as pessoas ficarem falandiii feitiii idiotisss",odio
"Tantas línguas esquecidas, enterradas. Eu acho que cada um fale do jeito que quiser e do jeito que lhe convém, até pq um dia nossa língua vai ser enterrada e esquecida ou vcs acham que não? Que o linguajar da gente é tão especial assim que vai perdurar por toda a eternidade? .  aí ai bando de v.",odio
Quanta idiotice🤦🏾‍♂️,odio
Formas e mais formas de dar voz a uma imbecilidade linguística! Trabalhar não quer né?,odio
"Preguiça, ainda bem que temos essa palavra to sentindo agora kkkkk",odio
"👏🔥 as regras devem servir às pessoas, e devem ser usadas para ajudá-las e não para limitá-las.",positivo
"Os machos incomodados aqui podiam levar isso pras suas terapias, chega de sofrer dentro do armário, queridos!",odio
Você é lindo!,positivo
🤢🤮,odio
Mais didático impossível!!!,positivo
ele é muito foda!,positivo
Sou homem cis e hetero. Aplaudiw de pé esse vídeo. Não nasce palavra em árvores. 😂,positivo
"""Kazzo di Buddha""- (blasfemea fiorentina marginal .apfrenda Guillerme!)",neutro
Todes é a minha roles,odio
Not Available,neutro
Imbecis,odio
Linguagem neutra é coisa de analfabeto,odio
👏👏👏👏👏,positivo
Todes será como o sal.,neutro
Uma idiotice sem fim.,odio
👏🏻👏🏻👏🏻👏🏻👏🏻,positivo
"Toda palavra é inventada mas existe algo chamado DICIONÁRIO, que é a linguagem oficial de um país, você pode inventar a palavra que quiser, mas se quiser mudar o dicionário vai na Justiça pra isso, e não enfiar guela baixo nas pessoas, viado**",odio
Cara...amo vc!!! Vc é demais...milênios à frente do seu tempo...,positivo
Fale sobre @cintiachagass,neutro
❤️,positivo
Pois é.,positivo
"Acho isso de ""TODES"" uma grande babaquice.",odio
Que espetáculo 😍😍😍😍😍😍😍Sabe demais!👏👏👏👏,positivo
Nosso português não existe ! Achou ridículo tudo isso !!,odio
Usem o quanto quiser a linguagem neutra dentro dos seus guetos. Ninguém é obrigado a falar de modo errado e chucro.,odio
"Todo vídeo, com essa diva, mesmo curtinho, eu aprendo.",positivo
Eu não sei expressar o tanto que o Gui e a Rita são importantes ❤️,positivo
Amo isso,positivo
Todes é meus ovos..,odio
Eu quero,positivo
Eu quero,positivo
@cintiachagass pode nos ajudar?,neutro
Exemplo no Livro Segundo Sexo 👏👏,positivo
Que pessoa ridícula kkk,odio
O filósofo Pondé tem implicância com isso rss,neutro
Verdade,positivo
É isso,positivo
"Exatamente! A ideia de homogeneidade linguística é triste. Toda palavra que existe foi em algum momento falada por um falante, que consequentemente foi dicionarizada e deixou de ser coloquial para ser culta.
Se os falantes começarem a usar o TODES no processo de referenciação, ele pode cair no uso popular e consequentemente na gramática normativa. Mas quem não estuda linguística não está preparado pra esse debate, Marcos Bagno mandou abraços.",positivo
"Sim, a língua é viva, se acrescenta",positivo
Neutre E coisa de gente que não estudou gramática Portuguesa é a Internet terra de muitos 1d10t4s,odio
👏🏿👏🏿👏🏿,positivo
"Queria saber de qué forma isso tira as trans e travestis das periferias da vida, da fome, da prostituição. ESVAZIAMENTO das luta, só serve pra segregar o grupo. CONVERSA burr.a.",odio
"Eu não uso , não consigo. Mas não desprezo a politização dos termos e sua importância.",positivo
"Menine, e quando nem o ""todAs"" é aceito dentro de um ambiente cisgenero. A galera sai com ""quando eu falo ""todOs"" já estou incluindo todo mundo"" da vontade de sair correndo, porque é retrocesso demais 🤡🤦🏽‍♀️",positivo
"Meu Deus 🤦🏽‍♀️ gente, Português é uma língua COLONIAL! 🤣🤣🤣 a língua dos nossos colonizadores ……",positivo
A língua é viva! A gramática abraça todas as linguagens e adequa em suas regras. Não existe uma um gênero gramátical superior. Existe a fluidez das palavras no tempo.,positivo
Quem fala todes é retardades,odio
🔥🔥🔥❤️❤️,positivo
Lavar uma trouxa não querem...,odio
Não vejo problema usar essa palavra!  Não sei qual a dificuldade,positivo
Necessário e cirúrgico! Amo demais,positivo
"Olá ,,,, Zovomeu",odio
👏👏👏👏👏,positivo
😂😂😂😂😂😂,odio
"A maioria das pessoas que dizem que “todes” não existe, muito mal sabem de fato o que existe ou não existe na língua portuguesa kkkkkkkkkkkkk Se for pra usar uma crase chora escondido no banheiro, mas daí alguém usa gênero neutro e o cara se sente o professor Pasquali. Menos, bem menos.",positivo
👏👏👏🏽👏🏾👏🏿👏🏼👏🏾👏🏿👏🏿👏🏿,positivo
"Para os gays que tão falando "" eu sou gay e não gosto da linguagem neutra"", uma coisa: Ainda bem que vocês se identificam com o sexo masculino e com a performance de gênero masculina! Tem pessoas que não e merecem ser respeitadas!",positivo
❤️🙌,positivo
